CHR	START	STOP	REFSEQID	GENESYMBOL	STRAND
chr1	112282462	112290420	NR_038952	LOC100506343	+
chr1	112298189	112310199	NM_007204	DDX20	+
chr1	112938799	113003786	NM_018704	CTTNBP2NL	+
chr1	113010039	113063910	NM_004185	WNT2B	+
chr1	113051369	113063910	NM_024494	WNT2B	+
chr1	113162074	113214241	NM_006135	CAPZA1	+
chr1	113217047	113243368	NM_001130079	MOV10	+
chr1	113217047	113243368	NM_020963	MOV10	+
chr1	113263188	113269856	NM_001004440	FAM19A3	+
chr1	113263188	113269856	NM_182759	FAM19A3	+
chr1	113465971	113467295	NR_002796	AKR7A2P1	+
chr1	113615830	113667342	NM_014813	LRIG2	+
chr1	113933474	114228545	NM_001142782	MAGI3	+
chr1	113933474	114228545	NM_152900	MAGI3	+
chr1	114399256	114443859	NR_037864	AP4B1-AS1	+
chr1	114447914	114456708	NM_022836	DCLRE1B	+
chr1	114471995	114514698	NM_152696	HIPK1	+
chr1	114471995	114520491	NM_198268	HIPK1	+
chr1	114493766	114520491	NM_198269	HIPK1	+
chr1	114496498	114520491	NM_181358	HIPK1	+
chr1	114522029	114524875	NM_020190	OLFML3	+
chr1	115397454	115537990	NM_003176	SYCP1	+
chr1	115572414	115576941	NM_000549	TSHB	+
chr1	116184573	116240845	NM_001172411	VANGL1	+
chr1	116184573	116240845	NM_138959	VANGL1	+
chr1	116185249	116240845	NM_001172412	VANGL1	+
chr1	116519118	116612675	NM_018420	SLC22A15	+
chr1	116654375	116677861	NM_152367	MAB21L3	+
chr1	116915794	116947396	NM_000701	ATP1A1	+
chr1	116916488	116947396	NM_001160233	ATP1A1	+
chr1	116925991	116947396	NM_001160234	ATP1A1	+
chr1	117214370	117214449	NR_031564	MIR320B1	+
chr1	117297085	117311851	NM_001767	CD2	+
chr1	117452688	117532972	NM_020440	PTGFRN	+
chr1	117544371	117579167	NM_001256106	CD101	+
chr1	117544371	117579167	NM_001256109	CD101	+
chr1	117544371	117579167	NM_001256111	CD101	+
chr1	117544371	117579167	NM_004258	CD101	+
chr1	117602948	117645491	NM_003594	TTF2	+
chr1	117637264	117637350	NR_030640	MIR942	+
chr1	117910084	118068320	NM_006699	MAN1A2	+
chr1	118148603	118171011	NM_017709	FAM46C	+
chr1	118472371	118503049	NM_006784	WDR3	+
chr1	119911401	119936751	NM_001005783	HAO2	+
chr1	119911401	119936751	NM_016527	HAO2	+
chr1	119957553	119965662	NM_001166120	HSD3B2	+
chr1	119957742	119965662	NM_000198	HSD3B2	+
chr1	120049825	120057681	NM_000862	HSD3B1	+
chr1	120106502	120115199	NR_033781	HSD3BP4	+
chr1	120254418	120286849	NM_006623	PHGDH	+
chr1	120839004	120855681	NM_001100910	FAM72B	+
chr1	120906033	120914842	NR_027337	HIST2H2BA	+
chr1	121260909	121313686	NR_003955	EMBP1	+
chr1	143687129	143714180	NR_033189	LOC100130000	+
chr1	144614958	144828810	NM_001037675	NBPF9	+
chr1	145096406	145116997	NM_004892	SEC22B	+
chr1	145209110	145285912	NM_203458	NOTCH2NL	+
chr1	145293370	145368684	NM_001039703	NBPF10	+
chr1	145413190	145417545	NM_145277	HFE2	+
chr1	145413190	145417545	NM_202004	HFE2	+
chr1	145413190	145417545	NM_213652	HFE2	+
chr1	145413190	145417545	NM_213653	HFE2	+
chr1	145438461	145442628	NM_006472	TXNIP	+
chr1	145470507	145475647	NM_001039888	ANKRD34A	+
chr1	145477084	145499091	NM_153713	LIX1L	+
chr1	145507556	145513535	NM_005105	RBM8A	+
chr1	145516164	145523732	NM_003846	PEX11B	+
chr1	145516559	145523732	NM_001184795	PEX11B	+
chr1	145524989	145543868	NM_003637	ITGA10	+
chr1	145549208	145568526	NM_144698	ANKRD35	+
chr1	145575987	145586546	NM_006099	PIAS3	+
chr1	145611035	145688776	NM_014455	RNF115	+
chr1	145727665	145764206	NM_001201325	PDZK1	+
chr1	145727665	145764206	NM_001201326	PDZK1	+
chr1	145727665	145764206	NM_002614	PDZK1	+
chr1	145883867	145924049	NM_001097616	GPR89C	+
chr1	146649429	146651528	NR_002305	PDIA3P1	+
chr1	146714290	146767447	NM_001256336	CHD1L	+
chr1	146714290	146767447	NM_001256337	CHD1L	+
chr1	146714290	146767447	NM_001256338	CHD1L	+
chr1	146714290	146767447	NM_004284	CHD1L	+
chr1	146714290	146767447	NM_024568	CHD1L	+
chr1	146714290	146767447	NR_046070	CHD1L	+
chr1	147013181	147098015	NM_004326	BCL9	+
chr1	147374945	147381395	NM_005267	GJA8	+
chr1	147400505	147465753	NM_016334	GPR89B	+
chr1	147425566	147465755	NM_001097616	GPR89C	+
chr1	148558187	148596267	NM_001170755	NBPF15	+
chr1	148560846	148596267	NM_173638	NBPF15	+
chr1	148577356	148596267	NM_001102663	NBPF16	+
chr1	148644010	148644795	NM_001144032	PPIAL4E	+
chr1	148739441	148758311	NM_001102663	NBPF16	+
chr1	148806014	148806799	NM_001164261	PPIAL4D	+
chr1	148806014	148806799	NM_001164262	PPIAL4F	+
chr1	148928285	148951595	NR_027355	LOC645166	+
chr1	148928285	148951595	NR_027356	LOC645166	+
chr1	148930404	148953054	NR_027354	LOC645166	+
chr1	149279475	149291742	NR_027002	LOC388692	+
chr1	149369293	149378297	NR_027484	FCGR1C	+
chr1	149553002	149553662	NM_178230	PPIAL4A	+
chr1	149553002	149553787	NM_001135789	PPIAL4C	+
chr1	149553002	149553787	NM_001143883	PPIAL4B	+
chr1	149576261	149672733	NR_046135	LINC00869	+
chr1	149576261	149672733	NR_046136	LINC00869	+
chr1	149576261	149672733	NR_046137	LINC00869	+
chr1	149576261	149672733	NR_046138	LINC00869	+
chr1	149576261	149672733	NR_046139	LINC00869	+
chr1	149576452	149616786	NR_024510	LINC00623	+
chr1	149754249	149764074	NM_000566	FCGR1A	+
chr1	149804220	149804616	NM_001034077	HIST2H4B	+
chr1	149804220	149804616	NM_003548	HIST2H4A	+
chr1	149822627	149823161	NM_001040874	HIST2H2AA4	+
chr1	149822627	149823161	NM_003516	HIST2H2AA3	+
chr1	149824180	149824687	NM_001005464	HIST2H3A	+
chr1	149824180	149824687	NM_021059	HIST2H3C	+
chr1	149858524	149858961	NM_003517	HIST2H2AC	+
chr1	149871154	149872348	NM_016074	BOLA1	+
chr1	150039341	150117505	NM_007259	VPS45	+
chr1	150122169	150131825	NM_016274	PLEKHO1	+
chr1	150230217	150237480	NM_012113	CA14	+
chr1	150245182	150253335	NM_024579	C1orf54	+
chr1	150255228	150259501	NM_144697	C1orf51	+
chr1	150266268	150280819	NM_018997	MRPS21	+
chr1	150266268	150280819	NM_031901	MRPS21	+
chr1	150293927	150325704	NM_004698	PRPF3	+
chr1	150336989	150449041	NM_015203	RPRD2	+
chr1	150459919	150479749	NM_025150	TARS2	+
chr1	150480486	150486265	NM_001202858	ECM1	+
chr1	150480486	150486265	NM_004425	ECM1	+
chr1	150480486	150486265	NM_022664	ECM1	+
chr1	150521897	150531223	NM_025008	ADAMTSL4	+
chr1	150521897	150533412	NM_019032	ADAMTSL4	+
chr1	150524404	150524490	NR_036211	MIR4257	+
chr1	150898814	150917797	NM_001243491	SETDB1	+
chr1	150898814	150937220	NM_001145415	SETDB1	+
chr1	150898814	150937220	NM_012432	SETDB1	+
chr1	150954498	150968114	NM_003568	ANXA9	+
chr1	150980972	151008189	NM_021222	PRUNE	+
chr1	151009028	151020076	NM_001159642	BNIPL	+
chr1	151009028	151020076	NM_138278	BNIPL	+
chr1	151020258	151023871	NM_017860	C1orf56	+
chr1	151032150	151040973	NM_006818	MLLT11	+
chr1	151043079	151091007	NM_144618	GABPB2	+
chr1	151129104	151132225	NM_024575	TNFAIP8L2	+
chr1	151129104	151142773	NM_001204848	TNFAIP8L2-SCNM1	+
chr1	151138497	151142773	NM_001204856	SCNM1	+
chr1	151138497	151142773	NM_024041	SCNM1	+
chr1	151138497	151142773	NR_037937	SCNM1	+
chr1	151171020	151222007	NM_001135636	PIP5K1A	+
chr1	151171020	151222007	NM_001135637	PIP5K1A	+
chr1	151171020	151222007	NM_001135638	PIP5K1A	+
chr1	151171020	151222007	NM_003557	PIP5K1A	+
chr1	151227196	151239954	NM_002810	PSMD4	+
chr1	151254790	151264381	NM_020832	ZNF687	+
chr1	151372040	151374412	NM_002796	PSMB4	+
chr1	151483861	151511167	NM_020770	CGN	+
chr1	151512780	151556059	NM_001126337	TUFT1	+
chr1	151512780	151556059	NM_020127	TUFT1	+
chr1	151518271	151518367	NR_030280	MIR554	+
chr1	151584661	151671559	NM_030918	SNX27	+
chr1	151694012	151702082	NM_001144956	RIIAD1	+
chr1	151735444	151743806	NM_001134939	OAZ3	+
chr1	151739130	151743806	NM_016178	OAZ3	+
chr1	151810944	151816641	NR_024237	LOC100132111	+
chr1	152483319	152484653	NM_178438	LCE5A	+
chr1	152486977	152488481	NM_019060	CRCT1	+
chr1	152573137	152573562	NM_178434	LCE3C	+
chr1	152586286	152586574	NM_178433	LCE3B	+
chr1	152635871	152637135	NM_178430	LCE2D	+
chr1	152647770	152649049	NM_178429	LCE2C	+
chr1	152658598	152659876	NM_014357	LCE2B	+
chr1	152670839	152671918	NM_178428	LCE2A	+
chr1	152681522	152681910	NM_178356	LCE4A	+
chr1	152691997	152692905	NM_001024679	C1orf68	+
chr1	152730505	152734529	NM_001025231	KPRP	+
chr1	152748847	152749445	NM_178354	LCE1F	+
chr1	152758752	152760901	NM_178353	LCE1E	+
chr1	152769226	152770657	NM_178352	LCE1D	+
chr1	152784446	152785585	NM_178349	LCE1B	+
chr1	152799948	152800573	NM_178348	LCE1A	+
chr1	152815329	152816459	NM_001128600	LCE6A	+
chr1	152850797	152857523	NM_030663	SMCP	+
chr1	152881038	152884362	NM_005547	IVL	+
chr1	152943127	152945069	NM_173080	SPRR4	+
chr1	152956563	152958290	NM_001199828	SPRR1A	+
chr1	152956563	152958290	NM_005987	SPRR1A	+
chr1	152974222	152976332	NM_001097589	SPRR3	+
chr1	152974222	152976332	NM_005416	SPRR3	+
chr1	153003678	153005376	NM_003125	SPRR1B	+
chr1	153175918	153177596	NM_001010857	LELP1	+
chr1	153190059	153191793	NM_001195571	PRR9	+
chr1	153232178	153234600	NM_000427	LOR	+
chr1	153330329	153333503	NM_002965	S100A9	+
chr1	153388999	153395701	NM_176823	S100A7A	+
chr1	153600872	153604513	NM_006271	S100A1	+
chr1	153606457	153618782	NM_001206612	CHTOP	+
chr1	153606457	153618782	NM_001244664	CHTOP	+
chr1	153606457	153618782	NM_015607	CHTOP	+
chr1	153631129	153634328	NM_012437	SNAPIN	+
chr1	153651163	153666468	NM_000906	NPR1	+
chr1	153700566	153746555	NM_023015	INTS3	+
chr1	153747767	153752633	NM_024330	SLC27A3	+
chr1	153940314	153946840	NM_001255978	CREB3L4	+
chr1	153940314	153946840	NM_001255980	CREB3L4	+
chr1	153940314	153946840	NM_130898	CREB3L4	+
chr1	153940314	153946840	NR_045658	CREB3L4	+
chr1	153940674	153946840	NM_001255979	CREB3L4	+
chr1	153940674	153946840	NM_001255981	CREB3L4	+
chr1	153963238	153964631	NM_001030	RPS27	+
chr1	154192654	154235980	NM_001127320	UBAP2L	+
chr1	154193324	154243329	NM_014847	UBAP2L	+
chr1	154245038	154248355	NM_001018837	HAX1	+
chr1	154245038	154248355	NM_006118	HAX1	+
chr1	154293591	154297801	NM_080429	AQP10	+
chr1	154298035	154310322	NM_001005855	ATP8B2	+
chr1	154300275	154323780	NM_020452	ATP8B2	+
chr1	154377668	154410561	NM_001206866	IL6R	+
chr1	154377668	154441926	NM_000565	IL6R	+
chr1	154377668	154441926	NM_181359	IL6R	+
chr1	154474694	154520623	NM_001098475	TDRD10	+
chr1	154474694	154520623	NM_182499	TDRD10	+
chr1	154540256	154552353	NM_000748	CHRNB2	+
chr1	154947117	154951725	NM_001826	CKS1B	+
chr1	154947117	154951725	NR_024163	CKS1B	+
chr1	154948168	154948259	NR_036212	MIR4258	+
chr1	154955769	154961488	NM_001184892	FLAD1	+
chr1	154955769	154965587	NM_001184891	FLAD1	+
chr1	154955769	154965587	NM_025207	FLAD1	+
chr1	154955769	154965587	NM_201398	FLAD1	+
chr1	154966061	154966791	NM_018655	LENEP	+
chr1	154975105	154991001	NM_001252406	ZBTB7B	+
chr1	154975105	154991001	NM_001256455	ZBTB7B	+
chr1	154975105	154991001	NR_045515	ZBTB7B	+
chr1	154975105	154991001	NR_046206	ZBTB7B	+
chr1	155006281	155023406	NM_001143687	DCST1	+
chr1	155006281	155023406	NM_152494	DCST1	+
chr1	155023747	155035252	NM_003815	ADAM15	+
chr1	155023747	155035252	NM_207191	ADAM15	+
chr1	155023747	155035252	NM_207194	ADAM15	+
chr1	155023747	155035252	NM_207195	ADAM15	+
chr1	155023747	155035252	NM_207196	ADAM15	+
chr1	155023747	155035252	NM_207197	ADAM15	+
chr1	155036212	155042029	NM_005227	EFNA4	+
chr1	155036212	155042029	NM_182689	EFNA4	+
chr1	155036212	155042029	NM_182690	EFNA4	+
chr1	155051347	155060014	NM_004952	EFNA3	+
chr1	155100348	155107386	NM_004428	EFNA1	+
chr1	155100348	155107386	NM_182685	EFNA1	+
chr1	155108287	155111334	NM_001122837	SLC50A1	+
chr1	155108287	155111334	NM_001122839	SLC50A1	+
chr1	155108287	155111334	NM_018845	SLC50A1	+
chr1	155146262	155157447	NM_001256599	TRIM46	+
chr1	155146262	155157447	NM_001256600	TRIM46	+
chr1	155146262	155157447	NM_025058	TRIM46	+
chr1	155146262	155157447	NR_046327	TRIM46	+
chr1	155147229	155157447	NM_001256601	TRIM46	+
chr1	155147229	155157447	NR_046329	TRIM46	+
chr1	155164967	155165063	NR_030281	MIR92B	+
chr1	155178489	155183614	NM_002455	MTX1	+
chr1	155178489	155183624	NM_198883	MTX1	+
chr1	155247373	155259638	NM_020897	HCN3	+
chr1	155278538	155290457	NM_001135822	FDPS	+
chr1	155278538	155290457	NM_001242824	FDPS	+
chr1	155278538	155290457	NM_001242825	FDPS	+
chr1	155278538	155290457	NM_002004	FDPS	+
chr1	155278704	155290457	NM_001135821	FDPS	+
chr1	155290639	155300909	NM_001105203	RUSC1	+
chr1	155290639	155300909	NM_001105204	RUSC1	+
chr1	155293727	155300909	NM_001105205	RUSC1	+
chr1	155294217	155300909	NM_014328	RUSC1	+
chr1	155402970	155404053	NR_034180	POU5F1P4	+
chr1	155531771	155533735	NR_027023	ASH1L-AS1	+
chr1	155579960	155584758	NM_001256532	MSTO1	+
chr1	155579960	155584758	NM_001256533	MSTO1	+
chr1	155579960	155584758	NM_018116	MSTO1	+
chr1	155579960	155584758	NR_046292	MSTO1	+
chr1	155579960	155584758	NR_046293	MSTO1	+
chr1	155579960	155584758	NR_046294	MSTO1	+
chr1	155579960	155584758	NR_046295	MSTO1	+
chr1	155579978	155584616	NR_024117	MSTO2P	+
chr1	155658881	155708800	NM_001199849	DAP3	+
chr1	155658881	155708800	NM_001199850	DAP3	+
chr1	155658881	155708800	NM_001199851	DAP3	+
chr1	155658884	155708800	NM_004632	DAP3	+
chr1	155658884	155708800	NM_033657	DAP3	+
chr1	155715558	155720479	NR_024117	MSTO2P	+
chr1	155829259	155854990	NM_152280	SYT11	+
chr1	155911479	155912625	NM_181885	RXFP4	+
chr1	156024516	156028301	NM_001145264	LAMTOR2	+
chr1	156024516	156028301	NM_014017	LAMTOR2	+
chr1	156030965	156040295	NM_020387	RAB25	+
chr1	156084460	156107657	NM_005572	LMNA	+
chr1	156084460	156109880	NM_170707	LMNA	+
chr1	156084460	156109880	NM_170708	LMNA	+
chr1	156119734	156147542	NM_001193301	SEMA4A	+
chr1	156123321	156147542	NM_001193300	SEMA4A	+
chr1	156123321	156147542	NM_022367	SEMA4A	+
chr1	156123368	156147542	NM_001193302	SEMA4A	+
chr1	156163729	156182587	NM_014655	SLC25A44	+
chr1	156182778	156209868	NM_001199653	PMF1	+
chr1	156182778	156209868	NM_001199654	PMF1	+
chr1	156182778	156209868	NM_007221	PMF1	+
chr1	156182778	156213123	NM_001199661	PMF1-BGLAP	+
chr1	156182778	156213123	NM_001199662	PMF1-BGLAP	+
chr1	156182778	156213123	NM_001199663	PMF1-BGLAP	+
chr1	156182778	156213123	NM_001199664	PMF1-BGLAP	+
chr1	156211950	156213123	NM_199173	BGLAP	+
chr1	156252703	156262234	NR_026678	TMEM79	+
chr1	156254069	156262234	NM_032323	TMEM79	+
chr1	156307104	156316785	NM_144627	TSACC	+
chr1	156338979	156355013	NM_001256395	RHBG	+
chr1	156338979	156355013	NM_001256396	RHBG	+
chr1	156338979	156355013	NM_020407	RHBG	+
chr1	156338979	156355013	NR_046115	RHBG	+
chr1	156549518	156556562	NM_001105669	TTC24	+
chr1	156561557	156564091	NM_144772	APOA1BP	+
chr1	156589085	156595517	NM_021817	HAPLN2	+
chr1	156611739	156623264	NM_198427	BCAN	+
chr1	156611739	156629324	NM_021948	BCAN	+
chr1	156698262	156706752	NM_001142560	RRNAD1	+
chr1	156698262	156706752	NM_015997	RRNAD1	+
chr1	156737273	156770609	NM_005973	PRCC	+
chr1	156785541	156851642	NM_001007792	NTRK1	+
chr1	156830670	156851642	NM_001012331	NTRK1	+
chr1	156830670	156851642	NM_002529	NTRK1	+
chr1	156863522	156886226	NM_001080471	PEAR1	+
chr1	156890423	156902880	NM_144702	LRRC71	+
chr1	157098153	157098463	NR_001560	CYCSP52	+
chr1	157963062	158065844	NM_018240	KIRREL	+
chr1	158149736	158156216	NM_001766	CD1D	+
chr1	158223926	158228058	NM_001763	CD1A	+
chr1	158259562	158264564	NM_001765	CD1C	+
chr1	158323485	158327343	NM_001042583	CD1E	+
chr1	158323485	158327343	NM_001042584	CD1E	+
chr1	158323485	158327343	NM_001042585	CD1E	+
chr1	158323485	158327343	NM_001042586	CD1E	+
chr1	158323485	158327343	NM_001042587	CD1E	+
chr1	158323485	158327343	NM_001185107	CD1E	+
chr1	158323485	158327343	NM_001185108	CD1E	+
chr1	158323485	158327343	NM_001185110	CD1E	+
chr1	158323485	158327343	NM_001185112	CD1E	+
chr1	158323485	158327343	NM_001185113	CD1E	+
chr1	158323485	158327343	NM_001185114	CD1E	+
chr1	158323485	158327343	NM_001185115	CD1E	+
chr1	158323485	158327343	NM_030893	CD1E	+
chr1	158435351	158436293	NM_001004473	OR10K1	+
chr1	158449667	158450675	NM_001004472	OR10R2	+
chr1	158576228	158577170	NM_001004478	OR10Z1	+
chr1	158724605	158725637	NM_001005184	OR6K6	+
chr1	158801167	158819270	NM_002432	MNDA	+
chr1	158901336	158946849	NM_152501	PYHIN1	+
chr1	158901336	158946849	NM_198928	PYHIN1	+
chr1	158901336	158946849	NM_198929	PYHIN1	+
chr1	158901336	158946849	NM_198930	PYHIN1	+
chr1	158979681	159024945	NM_001206567	IFI16	+
chr1	158979681	159024945	NM_005531	IFI16	+
chr1	159141376	159172932	NM_021189	CADM3	+
chr1	159141413	159172932	NM_001127173	CADM3	+
chr1	159173802	159176290	NM_002036	DARC	+
chr1	159175048	159176290	NM_001122951	DARC	+
chr1	159259503	159278014	NM_002001	FCER1A	+
chr1	159409511	159410600	NM_012351	OR10J1	+
chr1	159557615	159558661	NM_001639	APCS	+
chr1	159750758	159752333	NM_017823	DUSP23	+
chr1	159772172	159786047	NM_001004310	FCRL6	+
chr1	159796478	159807282	NM_020125	SLAMF8	+
chr1	159931013	159948876	NR_038849	LOC100505633	+
chr1	160051359	160059212	NM_004983	KCNJ9	+
chr1	160085519	160113374	NM_000702	ATP1A2	+
chr1	160121351	160156767	NM_144699	ATP1A4	+
chr1	160147200	160156767	NM_001001734	ATP1A4	+
chr1	160160284	160171676	NM_001231	CASQ1	+
chr1	160175124	160185162	NM_003768	PEA15	+
chr1	160287054	160288260	NR_002190	SUMO1P3	+
chr1	160313062	160328742	NM_015331	NCSTN	+
chr1	160336860	160342638	NM_005598	NHLH1	+
chr1	160370363	160398468	NM_020335	VANGL2	+
chr1	160709076	160724601	NM_021181	SLAMF7	+
chr1	160765863	160772536	NM_001033667	LY9	+
chr1	160765863	160798045	NM_002348	LY9	+
chr1	161068150	161070138	NR_033385	KLHDC9	+
chr1	161068150	161070138	NR_033386	KLHDC9	+
chr1	161068180	161070138	NM_001007255	KLHDC9	+
chr1	161068180	161070138	NM_152366	KLHDC9	+
chr1	161087861	161090984	NM_005600	NIT1	+
chr1	161087861	161095235	NM_001185092	NIT1	+
chr1	161087906	161090984	NM_001185093	NIT1	+
chr1	161087907	161090984	NM_001185094	NIT1	+
chr1	161123533	161128646	NM_016406	UFC1	+
chr1	161129253	161135516	NM_001014443	USP21	+
chr1	161129253	161135516	NM_012475	USP21	+
chr1	161136180	161141010	NM_000309	PPOX	+
chr1	161136180	161141010	NM_001122764	PPOX	+
chr1	161169104	161184184	NM_004550	NDUFS2	+
chr1	161171936	161184184	NM_001166159	NDUFS2	+
chr1	161185086	161189038	NM_004106	FCER1G	+
chr1	161195832	161200407	NM_032174	TOMM40L	+
chr1	161228516	161255240	NM_001102566	PCP4L1	+
chr1	161284165	161334535	NM_001035511	SDHC	+
chr1	161284165	161334535	NM_001035512	SDHC	+
chr1	161284165	161334535	NM_001035513	SDHC	+
chr1	161284165	161334535	NM_003001	SDHC	+
chr1	161475204	161489360	NM_001136219	FCGR2A	+
chr1	161475204	161489360	NM_021642	FCGR2A	+
chr1	161494035	161496687	NM_002155	HSPA6	+
chr1	161551128	161570032	NM_201563	FCGR2C	+
chr1	161575848	161578341	NR_024151	HSPA7	+
chr1	161632904	161648444	NM_001002273	FCGR2B	+
chr1	161632904	161648444	NM_001002274	FCGR2B	+
chr1	161632904	161648444	NM_001002275	FCGR2B	+
chr1	161632904	161648444	NM_001190828	FCGR2B	+
chr1	161632904	161648444	NM_004001	FCGR2B	+
chr1	161676761	161684142	NM_001184866	FCRLA	+
chr1	161676761	161684142	NM_001184867	FCRLA	+
chr1	161676761	161684142	NM_001184870	FCRLA	+
chr1	161676761	161684142	NM_001184871	FCRLA	+
chr1	161676761	161684142	NM_001184872	FCRLA	+
chr1	161676761	161684142	NM_001184873	FCRLA	+
chr1	161676761	161684142	NM_032738	FCRLA	+
chr1	161692456	161697933	NM_001002901	FCRLB	+
chr1	161719580	161726952	NM_007240	DUSP12	+
chr1	161736033	161933860	NM_007348	ATF6	+
chr1	162039580	162339813	NM_001164757	NOS1AP	+
chr1	162039580	162339813	NM_014697	NOS1AP	+
chr1	162126896	162126972	NR_039798	MIR4654	+
chr1	162312335	162312430	NR_030283	MIR556	+
chr1	162332772	162339813	NM_001126060	NOS1AP	+
chr1	162348695	162353501	NM_001135240	C1orf226	+
chr1	162351519	162356608	NM_001085375	C1orf226	+
chr1	162466963	162499419	NM_001184763	UHMK1	+
chr1	162467594	162499419	NM_144624	UHMK1	+
chr1	162467594	162499419	NM_175866	UHMK1	+
chr1	162531295	162569633	NM_003115	UAP1	+
chr1	162602227	162750247	NM_001014796	DDR2	+
chr1	162602227	162750247	NM_006182	DDR2	+
chr1	162760495	162782608	NM_016371	HSD17B7	+
chr1	163038395	163046592	NM_001102445	RGS4	+
chr1	163038763	163046592	NM_005613	RGS4	+
chr1	163039043	163046592	NM_001113381	RGS4	+
chr1	163041694	163046592	NM_001113380	RGS4	+
chr1	163291722	163325553	NM_031423	NUF2	+
chr1	163291722	163325553	NM_145697	NUF2	+
chr1	164528596	164821060	NM_001204961	PBX1	+
chr1	164528596	164821060	NM_001204963	PBX1	+
chr1	164528596	164821060	NM_002585	PBX1	+
chr1	165513477	165533185	NM_001005214	LRRC52	+
chr1	165600109	165625372	NM_004528	MGST3	+
chr1	165667986	165679199	NR_036683	LOC440700	+
chr1	165796731	165880855	NM_012474	UCK2	+
chr1	165877157	165877213	NR_037431	MIR3658	+
chr1	166573152	166594473	NR_002925	FMO9P	+
chr1	166808723	166823709	NM_017542	POGK	+
chr1	166958518	166991447	NM_032858	MAEL	+
chr1	167064086	167098402	NM_001080426	DUSP27	+
chr1	167190065	167396582	NM_001198786	POU2F1	+
chr1	167190065	167396582	NM_002697	POU2F1	+
chr1	167190122	167396582	NR_037163	POU2F1	+
chr1	167298280	167396582	NM_001198783	POU2F1	+
chr1	167599473	167675486	NM_052862	RCSD1	+
chr1	167691186	167761156	NM_001146191	MPZL1	+
chr1	167691186	167761156	NM_003953	MPZL1	+
chr1	167691186	167761156	NM_024569	MPZL1	+
chr1	167905796	168045083	NM_001017977	DCAF6	+
chr1	167905796	168045083	NM_001198956	DCAF6	+
chr1	167905796	168045083	NM_001198957	DCAF6	+
chr1	167905796	168045083	NM_018442	DCAF6	+
chr1	168148170	168161633	NM_001031800	TIPRL	+
chr1	168148170	168171351	NM_152902	TIPRL	+
chr1	168195254	168212088	NM_199344	SFT2D2	+
chr1	168250277	168283664	NM_005149	TBX19	+
chr1	168344761	168344859	NR_030284	MIR557	+
chr1	168545710	168551315	NM_002995	XCL1	+
chr1	168756178	168762126	NR_024160	LINC00626	+
chr1	169075946	169101960	NM_001677	ATP1B1	+
chr1	169337193	169365780	NM_003666	BLZF1	+
chr1	169764549	169822229	NM_018186	C1orf112	+
chr1	170115187	170136923	NM_001136107	METTL11B	+
chr1	170120518	170120603	NR_036065	MIR3119-2	+
chr1	170501262	170514929	NM_001146039	GORAB	+
chr1	170501262	170522974	NM_152281	GORAB	+
chr1	170501262	170522974	NR_027397	GORAB	+
chr1	170633312	170708541	NM_006902	PRRX1	+
chr1	170633312	170708541	NM_022716	PRRX1	+
chr1	170904611	171033906	NM_001163629	MROH9	+
chr1	170904635	170967946	NM_025063	MROH9	+
chr1	171060017	171086959	NM_001002294	FMO3	+
chr1	171060017	171086959	NM_006894	FMO3	+
chr1	171106878	171130702	NR_002601	FMO6P	+
chr1	171154387	171181822	NM_001460	FMO2	+
chr1	171217662	171255113	NM_002021	FMO1	+
chr1	171283485	171311223	NM_002022	FMO4	+
chr1	171308034	171310463	NR_002719	TOP1P1	+
chr1	171454665	171562650	NM_015172	PRRC2C	+
chr1	171750760	171766856	NM_001007239	METTL13	+
chr1	171750760	171766856	NM_014955	METTL13	+
chr1	171750760	171766856	NM_015935	METTL13	+
chr1	171810620	172381857	NM_001136127	DNM3	+
chr1	171810620	172381857	NM_015569	DNM3	+
chr1	172107947	172108028	NR_036066	MIR3120	+
chr1	172389827	172437969	NM_139240	C1orf105	+
chr1	172502259	172580973	NM_014283	SUCO	+
chr1	172502316	172580973	NM_016227	SUCO	+
chr1	172628184	172636012	NM_000639	FASLG	+
chr1	173446485	173457946	NM_004905	PRDX6	+
chr1	173604660	173606272	NM_001195190	LOC730159	+
chr1	173684079	173755840	NM_014458	KLHL20	+
chr1	173793796	173827682	NM_018122	DARS2	+
chr1	173832385	173833079	NR_037605	GAS5-AS1	+
chr1	173837492	173842778	NM_032522	ZBTB37	+
chr1	173837492	173855774	NM_001122770	ZBTB37	+
chr1	174128551	174927327	NM_014857	RABGAP1L	+
chr1	174417211	174418683	NM_005684	GPR52	+
chr1	174769034	174964445	NM_001243765	RABGAP1L	+
chr1	174843523	174927327	NM_001243763	RABGAP1L	+
chr1	174844655	174927327	NM_001035230	RABGAP1L	+
chr1	174933904	174964445	NM_001243764	RABGAP1L	+
chr1	174968570	174981163	NM_001007214	CACYBP	+
chr1	174968891	174981163	NM_014412	CACYBP	+
chr1	175036993	175117202	NM_022093	TNN	+
chr1	176432306	176660341	NM_021936	PAPPA2	+
chr1	176432306	176811970	NM_020318	PAPPA2	+
chr1	177140632	177251558	NM_021165	BRINP2	+
chr1	178062863	178448648	NM_170692	RASAL2	+
chr1	178310605	178448648	NM_004841	RASAL2	+
chr1	178482211	178490946	NM_001170723	TEX35	+
chr1	178482211	178491789	NM_032126	TEX35	+
chr1	178482211	178492635	NM_001170722	TEX35	+
chr1	178482211	178492635	NM_001170724	TEX35	+
